Unnamed: 0,customerID,gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5564,3057-VJJQE,Male,No,No,35.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,No
5565,5087-SUURX,Female,Yes,No,18.0,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes
5566,2302-OUZXB,Male,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No
5567,8133-ANHHJ,Female,No,No,49.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),203.0,5166.2,No
5568,2270-CHBFN,Female,Yes,No,44.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No
5569,0013-EXCHZ,Female,Yes,No,3.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes
5570,5982-FPVQN,Female,Yes,Yes,-,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,No
5571,9107-UKCKY,Male,Yes,No,61.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No
5572,4654-ULTTN,Male,Yes,No,70.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),,5315.8,No
5573,5550-VFRLC,Female,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,69.85,Yes
5574,5546-BYZSM,Female,No,No,41.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,20.45,775.6,No
5575,1492-KGETH,Male,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No
5576,4929-BSTRX,Female,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes
5577,4163-HFTUK,Male,No,No,51.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Electronic check,,1007.8,No
5578,8215-NGSPE,Female,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,,833.55,No
5579,2225-ZRGSG,Female,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes
5580,8859-YSTWS,Male,No,No,48.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),19.95,1004.5,No
5581,5271-YNWVR,Male,Yes,Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,213.15,7856,Yes
5582,7601-DHFWZ,Female,No,No,48.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),24.0,1183.05,No
5583,2657-ALMWY,Female,Yes,No,26.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,,2169.75,Yes
5584,6330-JKLPC,Male,Yes,No,-,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,896.9,Yes
5585,4667-OHGKG,Male,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,,19.3,Yes
5586,1998-VHJHK,Female,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.15,501.35,No
5587,1707-HABPF,Female,No,No,46.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,No
5588,1660-HSOOQ,Male,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,49.65,Yes
5589,7253-UVNDW,Female,No,No,46.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),,2460.15,Yes
5590,0487-VVUVK,Male,Yes,Yes,25.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.15,477.6,No
5591,7228-OMTPN,Male,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,Yes
5592,5063-IUOKK,Male,No,No,13.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,19.75,265.75,No
5593,4508-OEBEY,Male,Yes,No,31.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.5,2424.45,No
5594,0027-KWYKW,Female,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,1849.95,No
5595,2308-STERM,Female,No,No,2.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,19.4,61.05,No
5596,5982-XMDEX,Female,No,No,65.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),26.5,1698.55,No
5597,6284-AHOOQ,Male,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Yes
5598,6051-PTVNS,Female,Yes,Yes,55.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),19.15,998.1,No
5599,2344-JMOGN,Male,Yes,No,,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,Yes
5600,3799-ISUZQ,Male,Yes,Yes,-,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,529.5,Yes
5601,2877-VDUER,Female,Yes,Yes,35.0,No,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,No
5602,9152-AMKAK,Male,No,No,6.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,No
5603,1794-HBQTJ,Female,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes
5604,9432-VOFYX,Male,No,No,17.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207,No
5605,8049-WJCLQ,Male,Yes,Yes,,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,,563.5,No
5606,6586-PSJOX,Male,No,Yes,15.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,864.55,No
5607,2460-FPSYH,Female,No,No,40.0,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes
5608,9705-ZJBCG,Female,Yes,Yes,13.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,No
5609,4818-DRBQT,Male,Yes,No,29.0,Yes,Yes,Fiber optic,no,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,2265.25,Yes
5610,1320-HTRDR,Female,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes
5611,6847-KJLTS,Female,Yes,No,58.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),200.4,5749.8,No
5612,9670-BPNXF,Female,No,No,,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,2796.45,No
5613,3913-FCUUW,Female,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,No
5614,3301-VKTGC,Male,Yes,Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,No
5615,1493-AMTIE,Male,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes
5616,9555-SAHUZ,Female,Yes,Yes,38.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,No
5617,0816-TSPHQ,Male,No,No,2.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,20.75,44.2,No
5618,9932-WBWIK,Male,No,No,11.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,20.35,215.25,No
5619,4619-EVPHY,Female,Yes,No,20.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,No
5620,5286-YHCVC,Male,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),204.8,7470.1,No
5621,6424-ELEYH,Female,yEs,No,3.0,Yes,Yes,Fiber optic,no,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes
5622,4391-RESHN,Male,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,204.05,2470.1,Yes
5623,9115-YQHGA,Male,No,No,40.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,No
5624,4462-CYWMH,Male,Yes,No,62.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No
5625,8963-MQVYN,Female,No,Yes,22.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,20.55,469.85,No
5626,2458-EOMRE,Female,No,No,11.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,No
5627,9334-GWGOW,Male,Yes,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,No
5628,6821-BUXUX,Female,No,No,13.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes
5629,5028-HTLJB,Male,No,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,20.05,20.05,Yes
5630,9801-GDWGV,Female,No,No,39.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,203.45,3994.45,Yes
5631,6542-LWGXJ,Male,Yes,No,,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,,78.25,No
5632,5567-GZKQY,Male,No,No,58.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),,1131.5,No
5633,1222-LRYKO,Male,No,Yes,,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,26.35,184.05,No
5634,2320-JRSDE,Female,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,19.9,19.9,Yes
5635,2087-QAREY,Female,Yes,No,,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,No
5636,0601-WZHJF,Male,Yes,No,,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes
5637,4423-JWZJN,Male,yEs,Yes,,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15,No
5638,5143-WMWOG,Male,No,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,19.95,19.95,Yes
5639,6490-FGZAT,Male,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,20.65,109.3,No
5640,5393-RXQSZ,Male,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes
5641,7452-FOLON,Male,No,Yes,-,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),25.45,958.45,No
5642,2320-TZRRH,Female,No,No,20.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,,403.15,No
5643,0231-LXVAP,Male,No,No,1.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes
5644,9444-JTXHZ,Male,Yes,No,,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,Yes
5645,4942-VZZOM,Male,Yes,No,64.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),,4392.5,No
5646,5510-BOIUJ,Male,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,19.25,19.25,Yes
5647,7502-BNYGS,Female,Yes,No,46.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168,No
5648,4291-HYEBC,Female,Yes,Yes,,No,No,DSL,No,yeS,No,No,No,Yes,One year,Yes,Electronic check,39.1,1096.6,No
5649,6147-CBCRA,Female,Yes,No,33.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,20.05,669.45,No
5650,6047-SUHPR,Male,yEs,Yes,39.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,No
5651,4471-KXAUH,Female,Yes,No,42.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes
5652,9752-ZNQUT,Female,No,No,1.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,No
5653,7638-QVMVY,Female,No,No,-,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,522.95,Yes
5654,1576-PFZIW,Male,Yes,No,70.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),,7511.9,No
5655,5666-MBJPT,Male,No,No,65.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),,1725,No
5656,7312-XSBAT,Male,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,No
5657,3096-GKWEB,Male,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No
5658,2371-JQHZZ,Male,Yes,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,No
5659,0674-GCDXG,Male,No,No,63.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No
5660,1121-QSIVB,Female,No,Yes,44.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,,3471.1,No
5661,4396-KLSEH,Male,No,No,4.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,19.85,63,No
5662,3244-DCJWY,Female,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes
5663,2824-MYYBN,Female,Yes,Yes,37.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,3314.15,No
5664,0875-CABNR,Female,No,No,10.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes
5665,6345-HOVES,Male,No,No,34.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,No
5666,8318-LCNBW,Male,Yes,No,35.0,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.15,1930.9,No
5667,6469-QJKZW,Female,Yes,No,4.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,20.15,91.4,No
5668,0147-ESWWR,Female,Yes,No,,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,201.25,3949.15,No
5669,1217-VASWC,Male,Yes,No,43.0,Yes,No,Fiber optic,no,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),200.55,4304,No
5670,7812-FZHPE,Female,Yes,Yes,17.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,24.1,409.9,Yes
5671,6370-ZVHDV,Female,Yes,No,61.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),,1554.9,No
5672,5915-DGNVC,Female,Yes,No,49.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,3472.05,No
5673,6260-XLACS,Male,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.7,117.8,No
5674,3566-CAAYU,Female,Yes,Yes,64.0,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35,No
5675,4983-CCWMC,Male,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,No
5676,9103-CXVOK,Male,Yes,yeS,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,,19.75,No
5677,2896-TBNBE,Male,Yes,No,,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,3132.75,No
5678,4797-AXPXK,Female,No,Yes,,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.0,60,Yes
5679,5229-PRWKT,Male,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,Yes
5680,6982-UQZLY,Female,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,20.85,20.85,Yes
5681,2522-WLNSF,Female,Yes,No,34.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,No
5682,3841-CONLJ,Female,Yes,No,,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,35,No
5683,5057-LCOUI,Female,No,No,39.0,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes
5684,0193-ESZXP,Female,Yes,No,58.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,6205.5,Yes
5685,4475-NVTLU,Male,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Electronic check,19.2,903.7,No
5686,4369-HTUIF,Male,No,No,6.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes
5687,9386-LDCZR,Male,No,No,-,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,3882.3,No
5688,9585-KKMFD,Male,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,20.0,879.8,No
5689,5399-ZIMKF,Male,No,No,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,383.65,No
5690,0336-KXKFK,Male,No,No,,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,No
5691,5619-XZZKR,Male,No,No,4.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.95,68.2,No
5692,3948-FVVRP,Male,Yes,Yes,9.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,No
5693,5327-XOKKY,Male,Yes,No,72.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),,5329,No
5694,0983-TATYJ,Female,Yes,No,,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,No
5695,1813-JYWTO,Female,Yes,No,,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,5737.6,No
5696,0156-FVPTA,Male,Yes,No,22.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,,1152.7,Yes
5697,1984-FCOWB,Female,Yes,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,209.5,7674.55,Yes
5698,0654-HMSHN,Male,Yes,Yes,21.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,204.4,2157.95,Yes
5699,6719-OXYBR,Male,No,No,15.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,1219.85,No
5700,3312-ZWLGF,Male,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,2414.55,No
5701,6476-YHMGA,Female,Yes,Yes,15.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,No
5702,5287-QWLKY,Male,Yes,Yes,-,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),205.1,7548.1,Yes
5703,0795-XCCTE,Male,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),,1809.35,No
5704,0168-XZKBB,Female,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,No
5705,3785-NRHYR,Male,No,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,19.65,19.65,No
5706,5196-SGOAK,Female,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes
5707,4537-DKTAL,Female,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,84.4,No
5708,7072-MBHEV,Female,Yes,Yes,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No
5709,5602-BVFMK,Female,No,no,12.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.3,228.75,No
5710,6297-NOOPG,Female,Yes,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,,7752.05,No
5711,1891-UAWWU,Female,Yes,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951,Yes
5712,8204-TIFGJ,Female,No,No,23.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,No
5713,8050-DVOJX,Male,No,No,49.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,No
5714,6108-OQZDQ,Female,Yes,Yes,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,384.5,Yes
5715,0363-QJVFX,Male,No,No,32.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),208.15,3432.9,Yes
5716,8903-XEBGX,Male,No,Yes,2.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,No
5717,8169-SAEJD,Male,Yes,No,69.0,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,No
5718,9840-DVNDC,Male,No,No,6.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes
5719,1089-XZWHH,Female,Yes,Yes,,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,19.7,494.05,No
5720,2325-WINES,Female,No,No,32.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),204.05,3416.85,No
5721,6064-ZATLR,Female,No,No,27.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,No
5722,3096-JRDSO,Female,Yes,No,-,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),204.3,2867.75,Yes
5723,7824-PANSQ,Male,No,No,58.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,No
5724,8042-JVNFH,Male,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.35,Yes
5725,9648-BCHKM,Female,Yes,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),24.65,471.35,No
5726,2888-ADFAO,Female,Yes,Yes,,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),21.3,1041.8,No
5727,8707-HOEDG,Female,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,210.2,7689.8,No
5728,3374-LXDEV,Female,No,No,,Yes,Yes,Fiber optic,no,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.35,Yes
5729,4072-IPYLT,Female,Yes,Yes,,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1815,No
5730,7167-PCEYD,Male,No,No,67.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,19.8,1311.3,No
5731,4936-YPJNK,Female,No,No,10.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.9,199.45,No
5732,1580-BMCMR,Male,No,No,19.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,1637.3,No
5733,4817-KEQSP,Female,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),19.85,1326.35,No
5734,6408-WHTEF,Male,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,,6376.55,No
5735,9251-AWQGT,Female,Yes,Yes,,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,,935.9,No
5736,8749-CLJXC,Male,No,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,20.05,20.05,No
5737,7989-VCQOH,Male,Yes,Yes,18.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,1611.15,No
